,title,,,,
"FNdC_3LR2AI","Gojira - Stranded [OFFICIAL VIDEO]","Gojira","2019-05-17","2016-04-22","https://i.ytimg.com/vi/FNdC_3LR2AI/hqdefault.jpg"
"BGHlZwMYO9g","GOJIRA - L'Enfant Sauvage [OFFICIAL VIDEO]","Gojira","2019-05-17","2012-05-24","https://i.ytimg.com/vi/BGHlZwMYO9g/hqdefault.jpg"
"XU0bpLyw764","Cradle Of Filth - Hallowed Be Thy Name (Audio)","cradleoffilthVEVO","2019-05-17","2018-03-28","https://i.ytimg.com/vi/XU0bpLyw764/hqdefault.jpg"
"EtPDm2kaj1c","Children Of Bodom - Everytime I Die","SpinefarmUS","2019-05-17","2008-05-08","https://i.ytimg.com/vi/EtPDm2kaj1c/hqdefault.jpg"
"9lXuZHkOoH8","ARCH ENEMY - As The Pages Burn (OFFICIAL LYRIC VIDEO)","Century Media Records","2019-05-17","2014-04-29","https://i.ytimg.com/vi/9lXuZHkOoH8/hqdefault.jpg"
"3Y-J7sBT_no","ARCH ENEMY - You Will Know My Name (OFFICIAL VIDEO)","Century Media Records","2019-05-17","2014-05-28","https://i.ytimg.com/vi/3Y-J7sBT_no/hqdefault.jpg"
"lk2-bgwA0Ro","ARCH ENEMY - The World Is Yours (OFFICIAL VIDEO)","Century Media Records","2019-05-17","2017-07-14","https://i.ytimg.com/vi/lk2-bgwA0Ro/hqdefault.jpg"
"mjF1rmSV1dM","ARCH ENEMY - The Eagle Flies Alone (OFFICIAL VIDEO)","Century Media Records","2019-05-17","2017-08-25","https://i.ytimg.com/vi/mjF1rmSV1dM/hqdefault.jpg"
"U9C2Vh1HMgc","ARCH ENEMY - We Will Rise (OFFICIAL VIDEO)","Century Media Records","2019-05-17","2013-05-25","https://i.ytimg.com/vi/U9C2Vh1HMgc/hqdefault.jpg"
"QUvVdTlA23w","Marilyn Manson - Sweet Dreams (Are Made Of This) (Alt. Version)","MarilynMansonVEVO","2019-05-17","2009-10-08","https://i.ytimg.com/vi/QUvVdTlA23w/hqdefault.jpg"
"FpWk0UHP5TU","IN VAIN - Image of Time","Krzysztof Kucharski","2019-05-17","2013-04-13","https://i.ytimg.com/vi/FpWk0UHP5TU/hqdefault.jpg"
"3rcYDCE836c","EX DEO - The Rise Of Hannibal (Official Audio) | Napalm Records","Napalm Records","2019-05-17","2016-12-16","https://i.ytimg.com/vi/3rcYDCE836c/hqdefault.jpg"
"Sw9UbIcQcFY","BORN OF OSIRIS - Open Arms To Damnation","Sumerian Records","2019-05-17","2017-02-24","https://i.ytimg.com/vi/Sw9UbIcQcFY/hqdefault.jpg"
"wLdlw46Ru9I","BORN OF OSIRIS - M∆CHINE","Sumerian Records","2019-05-17","2013-06-25","https://i.ytimg.com/vi/wLdlw46Ru9I/hqdefault.jpg"
"tQTuQDdUqXw","BORN OF OSIRIS - Bow Down","Sumerian Records","2019-05-17","2017-02-24","https://i.ytimg.com/vi/tQTuQDdUqXw/hqdefault.jpg"
"v0MkJtI3FvU","BEYOND CREATION - Omnipresent Perception (OFFICIAL) Video","ObnoxiousPictures","2019-05-17","2012-11-15","https://i.ytimg.com/vi/v0MkJtI3FvU/hqdefault.jpg"
"1lsnTQyGI78","Archspire - Involuntary Doppelgänger (official lyric video)","Season of Mist","2019-05-17","2017-07-06","https://i.ytimg.com/vi/1lsnTQyGI78/hqdefault.jpg"
"qfgdOAAEBIQ","Archspire - Human Murmuration (official premiere)","Season of Mist","2019-05-17","2017-08-21","https://i.ytimg.com/vi/qfgdOAAEBIQ/hqdefault.jpg"
"Z4pd76_Qo00","Rings of Saturn - Immaculate Order","xHx4xCxKx3xRx","2019-05-17","2012-10-27","https://i.ytimg.com/vi/Z4pd76_Qo00/hqdefault.jpg"
"_EezL-fFoJc","IMPENDING DOOM ""More Than Conquerors"" OFFICIAL VIDEO","FacedownRecords","2019-05-17","2009-05-25","https://i.ytimg.com/vi/_EezL-fFoJc/hqdefault.jpg"
"DbANenk8o1o","Whitechapel - Elitist Ones (OFFICIAL VIDEO)","Metal Blade Records","2019-05-17","2016-06-24","https://i.ytimg.com/vi/DbANenk8o1o/hqdefault.jpg"
"lCPwR7R4hlA","VEIL OF MAYA - Mikasa (Official Music Video)","Sumerian Records","2019-05-17","2015-03-23","https://i.ytimg.com/vi/lCPwR7R4hlA/hqdefault.jpg"
"LH3pUUi7yvM","Undertale Guitar Medley | FamilyJules","FamilyJules","2019-05-17","2017-06-06","https://i.ytimg.com/vi/LH3pUUi7yvM/hqdefault.jpg"
"48lBBmGiw1k","ERRA - Render The Void","Tragic Hero Records","2019-05-17","2011-12-07","https://i.ytimg.com/vi/48lBBmGiw1k/hqdefault.jpg"
"U6AYJqTv8jM","dEMOTIONAL - Broken Dreams","1MHzRS","2019-05-17","2014-11-30","https://i.ytimg.com/vi/U6AYJqTv8jM/hqdefault.jpg"
"cli9o8pkBxE","Avenged Sevenfold - St James Lyrics HD","ebmusicman16HD","2019-05-17","2014-01-22","https://i.ytimg.com/vi/cli9o8pkBxE/hqdefault.jpg"
"KwNy4OYiKfw","Avenged Sevenfold - Crimson Day Lyrics HD","ebmusicman16HD","2019-05-17","2014-01-22","https://i.ytimg.com/vi/KwNy4OYiKfw/hqdefault.jpg"
"YK0iQlKXxEk","Avenged Sevenfold - Coming Home Lyrics HD","ebmusicman16HD","2019-05-17","2014-01-22","https://i.ytimg.com/vi/YK0iQlKXxEk/hqdefault.jpg"
"DelhLppPSxY","Avenged Sevenfold - Hail To The King [Official Music Video]","Avenged Sevenfold","2019-05-17","2013-08-16","https://i.ytimg.com/vi/DelhLppPSxY/hqdefault.jpg"
"6Ct3EoUw-hQ","August Burns Red- Back Burner (Lyrics and Meaning)","THEKyleDeVries","2019-05-17","2012-04-08","https://i.ytimg.com/vi/6Ct3EoUw-hQ/hqdefault.jpg"
"Q0wbyQRRQJA","AS I LAY DYING - My Own Grave (OFFICIAL MUSIC VIDEO)","As I Lay Dying","2019-05-17","2018-06-08","https://i.ytimg.com/vi/Q0wbyQRRQJA/hqdefault.jpg"
"_kC_xaRs9lM","Architects - ""Modern Misery""","Epitaph Records","2019-05-17","2018-10-28","https://i.ytimg.com/vi/_kC_xaRs9lM/hqdefault.jpg"
"DnGdoEa1tPg","System Of A Down - Lonely Day (Official HD Video)","systemofadownVEVO","2019-05-17","2009-10-03","https://i.ytimg.com/vi/DnGdoEa1tPg/hqdefault.jpg"
"L-iepu3EtyE","System Of A Down - Aerials (Official HD Video)","systemofadownVEVO","2019-05-17","2009-10-03","https://i.ytimg.com/vi/L-iepu3EtyE/hqdefault.jpg"
"CSvFpBOe8eY","System Of A Down - Chop Suey! (Official HD Video)","systemofadownVEVO","2019-05-17","2009-10-03","https://i.ytimg.com/vi/CSvFpBOe8eY/hqdefault.jpg"
"iywaBOMvYLI","System Of A Down - Toxicity (Official HD Video)","systemofadownVEVO","2019-05-17","2009-10-02","https://i.ytimg.com/vi/iywaBOMvYLI/hqdefault.jpg"
"NWitVkiGswg","Absentia - Bhrom [Official Audio]","Absentia official","2019-05-17","2017-01-20","https://i.ytimg.com/vi/NWitVkiGswg/hqdefault.jpg"
"DWaB4PXCwFU","Breaking Benjamin - The Diary of Jane","HollywoodRecordsVEVO","2019-05-17","2007-05-12","https://i.ytimg.com/vi/DWaB4PXCwFU/hqdefault.jpg"
"qFWoIyqSjlA","ANGEL VIVALDI // A Martian Winter [OFFICIAL MUSIC VIDEO]","Angel Vivaldi","2019-05-17","2012-08-01","https://i.ytimg.com/vi/qFWoIyqSjlA/hqdefault.jpg"
"TlBIa8z_Mts","Genesis - Land Of Confusion (Official Music Video)","GenesisVEVO","2019-05-17","2009-02-27","https://i.ytimg.com/vi/TlBIa8z_Mts/hqdefault.jpg"
"YkADj0TPrJA","Phil Collins - In The Air Tonight (Official Music Video)","Phil Collins","2019-05-17","2010-05-11","https://i.ytimg.com/vi/YkADj0TPrJA/hqdefault.jpg"
"Qt2mbGP6vFI","Phil Collins - Another Day In Paradise (Official Music Video)","Phil Collins","2019-05-17","2010-05-10","https://i.ytimg.com/vi/Qt2mbGP6vFI/hqdefault.jpg"
"jAMqqtkwVeg","LIGHT THE TORCH - Die Alone (OFFICIAL MUSIC VIDEO)","Nuclear Blast Records","2019-05-17","2018-02-02","https://i.ytimg.com/vi/jAMqqtkwVeg/hqdefault.jpg"
"fgT9zGkiLig","Incubus - Drive","IncubusVEVO","2019-05-17","2009-10-25","https://i.ytimg.com/vi/fgT9zGkiLig/hqdefault.jpg"
"fV4DiAyExN0","Hoobastank - The Reason (Official Music Video)","HoobastankVEVO","2019-05-17","2009-10-07","https://i.ytimg.com/vi/fV4DiAyExN0/hqdefault.jpg"
"Auuqlcom6tM","Disturbed - Immortalized [Official Lyrics Video]","Disturbed","2019-05-17","2015-07-24","https://i.ytimg.com/vi/Auuqlcom6tM/hqdefault.jpg"
"GVgwglnctLw","The Brave and the Bold","Disturbed - Topic","2019-05-17","2015-09-01","https://i.ytimg.com/vi/GVgwglnctLw/hqdefault.jpg"
"5Hpa6MfcY8U","Disturbed - Who Taught You How To Hate [Official Audio]","Disturbed","2019-05-17","2015-10-26","https://i.ytimg.com/vi/5Hpa6MfcY8U/hqdefault.jpg"
"_EWTnmYUPpU","Disturbed - Never Wrong [Official HD Music Video]","Disturbed","2019-05-17","2015-10-26","https://i.ytimg.com/vi/_EWTnmYUPpU/hqdefault.jpg"
"u9Dg-g7t2l4","Disturbed  - The Sound Of Silence (Official Music Video) [4K UPGRADE]","Disturbed","2019-05-17","2015-12-08","https://i.ytimg.com/vi/u9Dg-g7t2l4/hqdefault.jpg"
"tcS6Dm8zXNw","Disturbed - Save Our Last Goodbye [Official HD]","Disturbed","2019-05-17","2015-10-26","https://i.ytimg.com/vi/tcS6Dm8zXNw/hqdefault.jpg"
"Yvwo8f3SXKA","Disturbed - What Are You Waiting For [Official Lyric Video]","Disturbed","2019-05-17","2015-08-07","https://i.ytimg.com/vi/Yvwo8f3SXKA/hqdefault.jpg"
"8nW-IPrzM1g","Disturbed - The Vengeful One (Official Music Video) [4K UPGRADE]","Disturbed","2019-05-17","2015-06-23","https://i.ytimg.com/vi/8nW-IPrzM1g/hqdefault.jpg"
"1K9jBL2syJ8","Disturbed - Asylum [Official Music Video]","Disturbed","2019-05-17","2010-08-18","https://i.ytimg.com/vi/1K9jBL2syJ8/hqdefault.jpg"
"dwxUgefMStM","Disturbed - The Animal [Official Music Video]","Disturbed","2019-05-17","2010-11-17","https://i.ytimg.com/vi/dwxUgefMStM/hqdefault.jpg"
"GjgLZEOih6k","Disturbed - Run","Disturbed928","2019-05-17","2008-06-07","https://i.ytimg.com/vi/GjgLZEOih6k/hqdefault.jpg"
"JIbeDYo1nJc","Haunted - Disturbed","ironman31297","2019-05-17","2008-07-08","https://i.ytimg.com/vi/JIbeDYo1nJc/hqdefault.jpg"
"6G7t4aFzyGY","Disturbed - The Night *Lyrics*","UNITEDxFTW","2019-05-17","2008-12-15","https://i.ytimg.com/vi/6G7t4aFzyGY/hqdefault.jpg"
"v3VXWxp5fuA","Disturbed-Inside the Fire","FreeHeavyMetal","2019-05-17","2008-12-13","https://i.ytimg.com/vi/v3VXWxp5fuA/hqdefault.jpg"
"04jfcIi4LoM","Disturbed - Pain Redefined","hrdisturbed","2019-05-17","2009-07-28","https://i.ytimg.com/vi/04jfcIi4LoM/hqdefault.jpg"
"p0tsTgBKmhU","Disturbed-Land of Confusion with lyrics","redjay15","2019-05-17","2009-01-04","https://i.ytimg.com/vi/p0tsTgBKmhU/hqdefault.jpg"
"aaWhRCot1R8","Disturbed - Forgiven","Jessica Gaddy","2019-05-17","2007-09-24","https://i.ytimg.com/vi/aaWhRCot1R8/hqdefault.jpg"
"1GW1QYYLcRs","Disturbed - Decadence","OBrin123","2019-05-17","2009-05-14","https://i.ytimg.com/vi/1GW1QYYLcRs/hqdefault.jpg"
"EvwooJDKMhE","Disturbed - Stricken","hrdisturbed","2019-05-17","2009-05-03","https://i.ytimg.com/vi/EvwooJDKMhE/hqdefault.jpg"
"VeeEatd3e9I","Disturbed - Guarded","Guusvink","2019-05-17","2007-07-31","https://i.ytimg.com/vi/VeeEatd3e9I/hqdefault.jpg"
"WReGK97VdgQ","Disturbed - Just Stop","Jessica Gaddy","2019-05-17","2007-09-23","https://i.ytimg.com/vi/WReGK97VdgQ/hqdefault.jpg"
"ZVinwOpllQk","Disturbed-Ten Thousand Fist","Yondaime510","2019-05-17","2008-12-20","https://i.ytimg.com/vi/ZVinwOpllQk/hqdefault.jpg"
"CXSaU6cUYWM","- Disturbed - Liberate lyrics","ali100045","2019-05-17","2011-05-18","https://i.ytimg.com/vi/CXSaU6cUYWM/hqdefault.jpg"
"DWSlOCEzRGo","Disturbed - Prayer [Official Music Video]","Disturbed","2019-05-17","2009-10-27","https://i.ytimg.com/vi/DWSlOCEzRGo/hqdefault.jpg"
"Xr2phSxlCb4","Device - You Think You Know  [Official Music Video]","Device","2019-05-17","2013-08-20","https://i.ytimg.com/vi/Xr2phSxlCb4/hqdefault.jpg"
"qcWKZTI9OC4","Dio - Rainbow In The Dark [HD]","MusicStudio9","2019-05-17","2010-07-01","https://i.ytimg.com/vi/qcWKZTI9OC4/hqdefault.jpg"
"EhGEGIBGLu8","Dio - Holy Diver","Dio: The King of Rock 'n' Roll","2019-05-17","2013-08-09","https://i.ytimg.com/vi/EhGEGIBGLu8/hqdefault.jpg"
"Az0oBjRnV5c","Corey Taylor - Rainbow in the Dark (DIO cover HQ)","Shary Pellegrino","2019-05-17","2014-03-28","https://i.ytimg.com/vi/Az0oBjRnV5c/hqdefault.jpg"
"XRZQpTmEBoQ","Tenacious D -The Last In Line (Dio Tribute-This is your life-2014)","Cult Ov Doom","2019-05-17","2014-03-27","https://i.ytimg.com/vi/XRZQpTmEBoQ/hqdefault.jpg"
"Tn58-Nl9NYw","Stratovarius - Black Diamond","ggonza43","2019-05-17","2008-01-12","https://i.ytimg.com/vi/Tn58-Nl9NYw/hqdefault.jpg"
"jhK2ev_O-pc","POWERWOLF - Demons Are A Girl's Best Friend (Official Video) | Napalm Records","Napalm Records","2019-05-17","2018-05-26","https://i.ytimg.com/vi/jhK2ev_O-pc/hqdefault.jpg"
"zGTqttBDg70","Eluveitie - Gray sublime Archon","9Jumper5","2019-05-17","2009-02-05","https://i.ytimg.com/vi/zGTqttBDg70/hqdefault.jpg"
"iijKLHCQw5o","ELUVEITIE - Inis Mona (OFFICIAL MUSIC VIDEO)","Nuclear Blast Records","2019-05-17","2008-01-30","https://i.ytimg.com/vi/iijKLHCQw5o/hqdefault.jpg"
"vgvbXOCLBUE","ELUVEITIE - 12 King [OFFICIAL MUSIC VIDEO]","Scar Skybed","2019-05-17","2014-08-24","https://i.ytimg.com/vi/vgvbXOCLBUE/hqdefault.jpg"
"YUw6vUjgKkI","Eluveitie - 11 The Silver Sister","Scar Skybed","2019-05-17","2014-08-25","https://i.ytimg.com/vi/YUw6vUjgKkI/hqdefault.jpg"
"RXS5M2a9ZDc","Eluveitie - 10 Vianna","Scar Skybed","2019-05-17","2014-08-24","https://i.ytimg.com/vi/RXS5M2a9ZDc/hqdefault.jpg"
"BuioStkcQTU","ELUVEITIE - 07 The Call Of The Mountains [OFFICIAL MUSIC VIDEO]","Scar Skybed","2019-05-17","2014-08-24","https://i.ytimg.com/vi/BuioStkcQTU/hqdefault.jpg"
"mvQA7047A10","Eluveitie - 04 Celtos","Scar Skybed","2019-05-17","2014-08-23","https://i.ytimg.com/vi/mvQA7047A10/hqdefault.jpg"
"LMDmKKCTgsc","Eluveitie - 03 From Darkness","Scar Skybed","2019-05-17","2014-08-25","https://i.ytimg.com/vi/LMDmKKCTgsc/hqdefault.jpg"
"FUcaT6l7G1o","Eluveitie - 02 The Nameless","Scar Skybed","2019-05-17","2014-09-14","https://i.ytimg.com/vi/FUcaT6l7G1o/hqdefault.jpg"
"_1lXdLus2WI","ELUVEITIE - A Rose For Epona (OFFICIAL MUSIC VIDEO)","Nuclear Blast Records","2019-05-17","2012-01-18","https://i.ytimg.com/vi/_1lXdLus2WI/hqdefault.jpg"
"qyDUpTd4J1w","Eluveitie - Quoth The Raven","iloskaman","2019-05-17","2010-02-18","https://i.ytimg.com/vi/qyDUpTd4J1w/hqdefault.jpg"
"kb8WGig0MLU","ELUVEITIE - Thousandfold (OFFICIAL MUSIC VIDEO)","Nuclear Blast Records","2019-05-17","2010-01-07","https://i.ytimg.com/vi/kb8WGig0MLU/hqdefault.jpg"
"u6LPx-24Frc","SHALLOW RIVERS - Water Awakes (OFFICIAL VIDEO)","Shallow Rivers official youtube channel","2019-05-17","2018-06-15","https://i.ytimg.com/vi/u6LPx-24Frc/hqdefault.jpg"
"9VG_KkELmlE","Slumber - Distress (lyrics)","Adrian K","2019-05-17","2008-12-20","https://i.ytimg.com/vi/9VG_KkELmlE/hqdefault.jpg"
"AFgkLLQ-r2Y","Novembers Doom - Twilight Innocence","Dacryfilico368","2019-05-17","2008-11-15","https://i.ytimg.com/vi/AFgkLLQ-r2Y/hqdefault.jpg"
"8TsBPbmShZM","Karg - Crevasse","AOP Records","2019-05-17","2016-11-17","https://i.ytimg.com/vi/8TsBPbmShZM/hqdefault.jpg"
"tBPx1pX2lFQ","Doom:VS - Leaden Winged Burden","CowgirlFromHell616","2019-05-17","2008-11-22","https://i.ytimg.com/vi/tBPx1pX2lFQ/hqdefault.jpg"
"ft901QVvWnk","Colosseum - The Unknown Kadath In The Cold Waste (Thergothon Tribute)","Lore naaa","2019-05-17","2011-04-28","https://i.ytimg.com/vi/ft901QVvWnk/hqdefault.jpg"
"l1svqLPivm0","CALLIOPHIS - Seven Suns (Official Video) Death Doom Metal","Solitude Productions","2019-05-17","2018-07-13","https://i.ytimg.com/vi/l1svqLPivm0/hqdefault.jpg"
"qGqCzl5imCo","Auðn - Þjáning heillar þjóðar","Lillian Evill","2019-05-17","2014-10-12","https://i.ytimg.com/vi/qGqCzl5imCo/hqdefault.jpg"
"fWJzbMoYGTo","Anomalie - Vision IV: Illumination (Official Music Video)","AOP Records","2019-05-17","2017-01-09","https://i.ytimg.com/vi/fWJzbMoYGTo/hqdefault.jpg"
"MekfoCdYQdQ","Harakiri For The Sky - Manifesto","AOP Records","2019-05-17","2018-01-29","https://i.ytimg.com/vi/MekfoCdYQdQ/hqdefault.jpg"
"dSSdKRzynCU","Harakiri For The Sky - Stillborn","AOP Records","2019-05-17","2018-02-01","https://i.ytimg.com/vi/dSSdKRzynCU/hqdefault.jpg"
"TxrIkW4J4EI","Harakiri For The Sky - Heroin Waltz (Official Music Video)","AOP Records","2019-05-17","2018-01-11","https://i.ytimg.com/vi/TxrIkW4J4EI/hqdefault.jpg"
"5BpjceUYl8E","Harakiri For The Sky - You Are The Scars (Official Lyric Video)","AOP Records","2019-05-17","2017-12-07","https://i.ytimg.com/vi/5BpjceUYl8E/hqdefault.jpg"
"h0BFAhAU7qs","Harakiri For The Sky - The Graves We've Dug","AOP Records","2019-05-17","2018-02-16","https://i.ytimg.com/vi/h0BFAhAU7qs/hqdefault.jpg"
"ryZV1VnGX7Y","Harakiri For The Sky - Fire, walk with me","AOP Records","2019-05-17","2018-02-08","https://i.ytimg.com/vi/ryZV1VnGX7Y/hqdefault.jpg"
"YLYb1VdjtIE","Harakiri For The Sky - My Bones To The Sea (Official Music Video)","AOP Records","2019-05-17","2014-03-27","https://i.ytimg.com/vi/YLYb1VdjtIE/hqdefault.jpg"
"adtaUUns1YY","Harakiri For The Sky - Funeral Dreams (Official Lyric Video)","AOP Records","2019-05-17","2016-06-20","https://i.ytimg.com/vi/adtaUUns1YY/hqdefault.jpg"
"sHYOJaddKhI","Harakiri For The Sky - The Traces We Leave (Official Music Video)","AOP Records","2019-05-17","2016-07-04","https://i.ytimg.com/vi/sHYOJaddKhI/hqdefault.jpg"
"UiXwI1mmYSM","Parkway Drive - ""The Colour Of Leaving"" (Full Album Stream)","Epitaph Records","2019-05-17","2018-05-04","https://i.ytimg.com/vi/UiXwI1mmYSM/hqdefault.jpg"
"4dBA2YxbFoE","Parkway Drive - ""Chronos"" (Full Album Stream)","Epitaph Records","2019-05-17","2018-05-04","https://i.ytimg.com/vi/4dBA2YxbFoE/hqdefault.jpg"
"bw-jnrecLLQ","Parkway Drive - ""In Blood"" (Full Album Stream)","Epitaph Records","2019-05-17","2018-05-04","https://i.ytimg.com/vi/bw-jnrecLLQ/hqdefault.jpg"
"dq8l-wadpog","Parkway Drive - ""Shadow Boxing""","Epitaph Records","2019-05-17","2019-01-21","https://i.ytimg.com/vi/dq8l-wadpog/hqdefault.jpg"
"4FTVDKo7kWY","Parkway Drive - ""I Hope You Rot"" (Full Album Stream)","Epitaph Records","2019-05-17","2018-05-04","https://i.ytimg.com/vi/4FTVDKo7kWY/hqdefault.jpg"
"cAY2bCmm8e0","Parkway Drive - ""The Void""","Epitaph Records","2019-05-17","2018-03-13","https://i.ytimg.com/vi/cAY2bCmm8e0/hqdefault.jpg"
"UpEHp6u0ZxU","Parkway Drive - ""Absolute Power"" (Full Album Stream)","Epitaph Records","2019-05-17","2018-05-04","https://i.ytimg.com/vi/UpEHp6u0ZxU/hqdefault.jpg"
"WL_8ZY89dP4","Parkway Drive - ""Prey""","Epitaph Records","2019-05-17","2018-04-24","https://i.ytimg.com/vi/WL_8ZY89dP4/hqdefault.jpg"
"5uwyvvxNvqQ","Parkway Drive - ""Wishing Wells""","Epitaph Records","2019-05-17","2018-02-27","https://i.ytimg.com/vi/5uwyvvxNvqQ/hqdefault.jpg"
"rc0F87ssVw4","Parkway Drive - ""Devil's Calling""","Epitaph Records","2019-05-17","2016-07-14","https://i.ytimg.com/vi/rc0F87ssVw4/hqdefault.jpg"
"QXPlTzwCNps","Parkway Drive - ""A Deathless Song"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-20","https://i.ytimg.com/vi/QXPlTzwCNps/hqdefault.jpg"
"sEiJkVwLHfs","Parkway Drive - ""Dedicated"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-20","https://i.ytimg.com/vi/sEiJkVwLHfs/hqdefault.jpg"
"eup94wYNNng","Parkway Drive - ""Vicious"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-20","https://i.ytimg.com/vi/eup94wYNNng/hqdefault.jpg"
"ysNaEMqrbKM","Parkway Drive - ""The Sound of Violence"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-15","https://i.ytimg.com/vi/ysNaEMqrbKM/hqdefault.jpg"
"QmtRMoMWUKE","Parkway Drive - ""Bottom Feeder""","Epitaph Records","2019-05-17","2016-09-22","https://i.ytimg.com/vi/QmtRMoMWUKE/hqdefault.jpg"
"TAFJk-NytBE","Parkway Drive - ""Writings on the Wall"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-20","https://i.ytimg.com/vi/TAFJk-NytBE/hqdefault.jpg"
"pStCik6QCIc","Parkway Drive - ""Fractures"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-17","https://i.ytimg.com/vi/pStCik6QCIc/hqdefault.jpg"
"9m4685liWb0","Parkway Drive - ""Crushed""","Epitaph Records","2019-05-17","2015-08-24","https://i.ytimg.com/vi/9m4685liWb0/hqdefault.jpg"
"5ItHNdrPEh0","Parkway Drive - ""Vice Grip""","Epitaph Records","2019-05-17","2015-06-08","https://i.ytimg.com/vi/5ItHNdrPEh0/hqdefault.jpg"
"XyMWO5OqiNI","Parkway Drive - ""Destroyer"" (Full Album Stream)","Epitaph Records","2019-05-17","2015-09-20","https://i.ytimg.com/vi/XyMWO5OqiNI/hqdefault.jpg"
"DeIdRa1lPV4","Parkway Drive - Horizons [Lyrics HQ]","ParkwayDriveHQ","2019-05-17","2014-04-19","https://i.ytimg.com/vi/DeIdRa1lPV4/hqdefault.jpg"
"Dkyq_2ThDX4","Parkway Drive - Idols and Anchors [Lyrics HQ]","ParkwayDriveHQ","2019-05-17","2014-04-19","https://i.ytimg.com/vi/Dkyq_2ThDX4/hqdefault.jpg"
"a72qljYdAy0","Parkway Drive - Five Months [Lyrics HQ]","ParkwayDriveHQ","2019-05-17","2014-04-05","https://i.ytimg.com/vi/a72qljYdAy0/hqdefault.jpg"
"gjpxH2pTqWs","Parkway Drive - Carrion [Lyrics HQ]","ParkwayDriveHQ","2019-05-17","2014-04-05","https://i.ytimg.com/vi/gjpxH2pTqWs/hqdefault.jpg"
"tWfSC4jizCM","Parkway Drive - ""Sleight Of Hand"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/tWfSC4jizCM/hqdefault.jpg"
"xDwNHn5Mh10","Parkway Drive - ""Atlas"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/xDwNHn5Mh10/hqdefault.jpg"
"gofzvGbuad4","Parkway Drive - ""The Slow Surrender"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/gofzvGbuad4/hqdefault.jpg"
"n5SL-0qhaII","Parkway Drive - ""The River"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/n5SL-0qhaII/hqdefault.jpg"
"_7lpftvYDMA","Parkway Drive - ""Dark Days""","Epitaph Records","2019-05-17","2012-09-11","https://i.ytimg.com/vi/_7lpftvYDMA/hqdefault.jpg"
"YuG4-lewUTs","Parkway Drive - ""Wild Eyes""","Epitaph Records","2019-05-17","2013-05-13","https://i.ytimg.com/vi/YuG4-lewUTs/hqdefault.jpg"
"0NrzmolFQr4","Parkway Drive - ""Dream Run"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/0NrzmolFQr4/hqdefault.jpg"
"0ctDywaPCyU","Parkway Drive - ""Sparks"" (Full Album Stream)","Epitaph Records","2019-05-17","2012-10-30","https://i.ytimg.com/vi/0ctDywaPCyU/hqdefault.jpg"
